태양광발전시설명,소재지도로명주소,소재지지번주소,정제WGS84위도,정제WGS84경도,설치상세위치구분명,가동상태구분명,설비용량(KW),공급전압(V),주파수(Hz),설치연도,세부용도,허가일자,허가기관,설치면적(㎥),데이터기준일자
,경기도 여주시 북내면 덕산길 133-28,경기도 여주시 북내면 덕산리 124,37.3593541500,127.6795030124,,,18.05,380,60,,,,여주시,,2022-12-01
,경기도 여주시 북내면 덕산길 133-28,경기도 여주시 북내면 덕산리 124-2,37.3593541500,127.6795030124,,,18.05,380,60,,,,여주시,,2022-12-01
,경기도 여주시 점동면 수롱길 15,경기도 여주시 점동면 현수리 260-1,37.1900607567,127.6919459584,,,18.4,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 하림리 304-49,37.3671303704,127.6426615331,,,18.63,380,60,,,,여주시,,2022-12-01
,경기도 여주시 세종대왕면 백양2길 31,경기도 여주시 세종대왕면 백석리 35-90,37.3365349931,127.5883810110,,,18.76,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 흥천면 율극리 102-3,37.3237705054,127.5691175997,,,99.9,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 흥천면 효지리 322-1,37.3359931081,127.5430078187,,,99.9,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 흥천면 효지리 322-1,37.3359931081,127.5430078187,,,99.9,380,60,,,,여주시,,2022-12-01
,경기도 여주시 가남읍 금당1길 9,경기도 여주시 가남읍 금당리 438-3,37.1986801893,127.6135400446,,,99.96,380,60,,,,여주시,,2022-12-01
,경기도 여주시 북내면 상교3길 56-97,경기도 여주시 북내면 상교리 351-2,37.4037950795,127.6586945334,,,99.96,380,60,,,,여주시,,2022-12-01
,경기도 여주시 점동면 가남로 1007-7,경기도 여주시 점동면 청안리 516-5,37.2038747501,127.6444252370,,,99.96,380,60,,,,여주시,,2022-12-01
,경기도 여주시 대신면 대신2로 419-29,경기도 여주시 대신면 계림리 360-3,37.4085821591,127.5891887594,,,100,380,60,,,,여주시,,2022-12-01
,경기도 여주시 대신면 대신2로 419-29,경기도 여주시 대신면 계림리 360-3,37.4085821591,127.5891887594,,,100,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 세종대왕면 백석리 39-5,,,,,100,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 흥천면 복대리 60-16,37.3594305825,127.5385365468,,,100,380,60,,,,여주시,,2022-12-01
,경기도 여주시 대신면 대신로 8-55,경기도 여주시 대신면 천남리 22,37.3444638437,127.6463198310,,,104.58,380,60,,,,여주시,,2022-12-01
,경기도 여주시 대신면 대신로 8-55,경기도 여주시 대신면 천남리 22,37.3444638437,127.6463198310,,,104.58,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 점동면 처리 산 33-1,37.2191765459,127.6766065868,,,997.9,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 천남리 587-1,37.3295705601,127.6235002699,,,998.6,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 오금동 305-4,37.3308235645,127.6336090539,,,999,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 강천면 간매리 63-6,37.2765519301,127.7122957823,,,999.7,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 금사면 도곡리 220-3,37.3824806904,127.5051209969,,,999.7,380,60,,,,여주시,,2022-12-01
,경기도 여주시 대신면 무촌길 11,경기도 여주시 대신면 무촌리 258,37.3891925181,127.5903971370,,,99.45,380,60,,,,여주시,,2022-12-01
,경기도 여주시 대신면 여양로 1150,경기도 여주시 대신면 후포리 297-1,37.3598663937,127.6061261608,,,58.1,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 북내면 장암리 290,37.3435433218,127.6844080875,,,95.7,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 북내면 장암리 290,37.3435433218,127.6844080875,,,95.7,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 북내면 장암리 290,37.3435433218,127.6844080875,,,95.7,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 장풍리 132-13,37.3889283412,127.6252426174,,,96.4,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 점동면 도리 29,37.2241697971,127.7103288563,,,96.48,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 점동면 사곡리 232,37.1945912196,127.6807242837,,,96.48,380,60,,,,여주시,,2022-12-01
,경기도 여주시 북벌로 75,경기도 여주시 상거동 284,37.2378274358,127.6318629053,,,96.6,380,60,,,,여주시,,2022-12-01
,경기도 여주시 북벌로 174-38,경기도 여주시 상거동 96,37.2458746934,127.6339064933,,,96.6,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 장풍리 604,37.3716014327,127.6132795307,,,97.2,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 장풍리 604,37.3716014327,127.6132795307,,,97.2,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 장풍리 604,37.3716014327,127.6132795307,,,97.2,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 후포리 186,37.3659608838,127.6254366843,,,97.44,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 후포리 186,37.3659608838,127.6254366843,,,97.44,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 가남읍 상활리 470-6,37.2286720338,127.5292381451,,,90.4,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 후포리 186,37.3659608838,127.6254366843,,,97.44,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 후포리 186,37.3659608838,127.6254366843,,,97.44,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 후포리 186,37.3659608838,127.6254366843,,,97.44,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 후포리 186,37.3659608838,127.6254366843,,,97.44,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 후포리 186,37.3659608838,127.6254366843,,,97.44,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 장풍리 185-1,37.3889851823,127.6195519545,,,99,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 장풍리 185-1,37.3889851823,127.6195519545,,,99,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 장풍리 185-1,37.3889851823,127.6195519545,,,99,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 장풍리 185-1,37.3889851823,127.6195519545,,,99,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 장풍리 185-1,37.3889851823,127.6195519545,,,99,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 하림리 304-12,37.3700112951,127.6430811134,,,99.23,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 하림리 304-12,37.3700112951,127.6430811134,,,99.23,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 하림리 304-12,37.3700112951,127.6430811134,,,99.23,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 하림리 304-12,37.3700112951,127.6430811134,,,99.23,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 하림리 304-12,37.3700112951,127.6430811134,,,99.23,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 하림리 304-12,37.3700112951,127.6430811134,,,99.23,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 가남읍 본두리 71-11,37.2393317643,127.5904160223,,,99.28,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 가남읍 본두리 산 32-6,37.2394487247,127.5904507389,,,99.28,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 북내면 상교리 351,37.4050686746,127.6595753237,,,99.28,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 북내면 상교리 351,37.4050686746,127.6595753237,,,99.28,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 북내면 상교리 351,37.4050686746,127.6595753237,,,99.28,380,60,,,,여주시,,2022-12-01
,경기도 여주시 북내면 상교3길 56-97,경기도 여주시 북내면 상교리 351-2,37.4037950795,127.6586945334,,,99.28,380,60,,,,여주시,,2022-12-01
,경기도 여주시 북내면 상교3길 56-97,경기도 여주시 북내면 상교리 351-2,37.4037950795,127.6586945334,,,99.28,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 하림리 304-12,37.3700112951,127.6430811134,,,99.23,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 흥천면 귀백리 18,37.3479573405,127.5645365635,,,99.28,380,60,,,,여주시,,2022-12-01
,경기도 여주시 가남읍 연삼로 15,경기도 여주시 가남읍 연대리 732-2,37.1942112215,127.6013529747,,,99.35,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 가남읍 신해리 457-1,37.2300009690,127.5402902411,,,99.36,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 가남읍 신해리 457-1,37.2300009690,127.5402902411,,,99.36,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 후포리 195,37.3665956503,127.6229471541,,,99.36,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 후포리 195,37.3665956503,127.6229471541,,,99.36,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 후포리 195,37.3665956503,127.6229471541,,,99.36,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 후포리 195,37.3665956503,127.6229471541,,,99.36,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 북내면 지내리 188-11,37.3166576763,127.6936864985,,,99.36,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 세종대왕면 마래리 446-10,37.2611359420,127.5626174250,,,99.36,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 가남읍 안금리 산 56-2,37.2270894877,127.6042592536,,,99.4,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 세종대왕면 마래리 446-10,37.2611359420,127.5626174250,,,99.36,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 후포리 181,37.3685741110,127.6270838724,,,99.11,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 후포리 181,37.3685741110,127.6270838724,,,99.11,380,60,,,,여주시,,2022-12-01
,경기도 여주시 대신면 후포1길 160,경기도 여주시 대신면 후포리 222-2,37.3659941489,127.6174394147,,,449.28,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 세종대왕면 오계리 627,37.2558088844,127.5960338211,,,485.1,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 북내면 운촌리 561-3,37.3284688621,127.7015233481,,,492.48,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 북내면 운촌리 561-4,37.3278227735,127.7010773400,,,492.48,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 북내면 운촌리 561-6,37.3283797660,127.7013532811,,,492.48,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 계림리 476-1,37.4163928925,127.5895596451,,,726.3,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 가남읍 연대리 453,37.1922317673,127.6142541683,,,797,380,60,,,,여주시,,2022-12-01
,경기도 여주시 가남읍 여주남로 541,경기도 여주시 가남읍 본두리 1,37.2430022254,127.5931537310,,,829.4,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 북내면 석우리 산 41,37.3908757679,127.6869931393,,,905.8,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 가남읍 본두리 324-6,37.2271440188,127.5843157380,,,977.1,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 강천면 걸은리 410-12,37.3020815899,127.7025198665,,,99,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 강천면 걸은리 410-3,37.3016327554,127.7007110996,,,99,380,60,,,,여주시,,2022-12-01
,경기도 여주시 점동면 선사길 268,경기도 여주시 점동면 흔암리 131-1,37.2407580189,127.6791424646,,,19.2,380,60,,,,여주시,,2022-12-01
,경기도 여주시 가남읍 태평2길 42-1,경기도 여주시 가남읍 태평리 174,37.2042965808,127.5455163229,,,19.24,380,60,,,,여주시,,2022-12-01
,경기도 여주시 가남읍 여주남로 631,경기도 여주시 가남읍 본두리 513-5,37.2420536880,127.5838508420,,,19.44,380,60,,,,여주시,,2022-12-01
,경기도 여주시 북내면 가정긴골길 99,경기도 여주시 북내면 가정리 97,37.2996980714,127.6922467862,,,19.5,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 가남읍 양귀리 348-1,37.2095672447,127.5834091631,,,19.58,380,60,,,,여주시,,2022-12-01
,경기도 여주시 대신면 대신로 197,경기도 여주시 대신면 하림리 219,37.3580726427,127.6406775910,,,19.58,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 세종대왕면 광대리 14,37.2716167302,127.5748715178,,,19.68,380,60,,,,여주시,,2022-12-01
,경기도 여주시 웅골로 186,경기도 여주시 가업동 161-1,37.2674167321,127.6270872465,,,19.8,380,60,,,,여주시,,2022-12-01
,경기도 여주시 세종대왕면 능여로 136-18,,37.2701019036,127.5756144315,,,19.84,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 세종대왕면 왕대리 824-7,37.3233092273,127.5789409228,,,23.63,380,60,,,,여주시,,2022-12-01
,경기도 여주시 북내면 가정1길 23-14,경기도 여주시 북내면 가정리 209-5,37.3010523734,127.6852092653,,,24.38,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 가남읍 양귀리 519,37.2021627233,127.5888213451,,,28,380,60,,,,여주시,,2022-12-01
,경기도 여주시 가남읍 정단길 102-34,경기도 여주시 가남읍 정단리 119-1,37.2512309010,127.5504609568,,,28,380,60,,,,여주시,,2022-12-01
,경기도 여주시 대신면 풍양1길 56,경기도 여주시 대신면 초현리 520-4,37.3697339537,127.5872905518,,,28.8,380,60,,,,여주시,,2022-12-01
,경기도 여주시 북내면 여양3로 77-20,경기도 여주시 북내면 서원리 212,37.3973399769,127.6900781314,,,29.2,380,60,,,,여주시,,2022-12-01
,경기도 여주시 강천면 강천리길 78,경기도 여주시 강천면 강천리 603-4,37.2353098213,127.7089149411,,,29.25,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 후포리 181,37.3685741110,127.6270838724,,,29.68,380,60,,,,여주시,,2022-12-01
,경기도 여주시 강천면 간매2길 21,경기도 여주시 강천면 간매리 300-20,37.2708559917,127.7167956868,,,29.75,380,60,,,,여주시,,2022-12-01
,경기도 여주시 대신면 양촌로 191,경기도 여주시 대신면 양촌리 144-3,37.3688232072,127.5586259386,,,30,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 가남읍 연대리 49-2,37.1872580424,127.6148298753,,,59.93,380,60,,,,여주시,,2022-12-01
,경기도 여주시 흥천면 흥천로 231-54,경기도 여주시 흥천면 대당리 26-16,37.3203140089,127.5507779826,,,61.01,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 세종대왕면 양거리 93,37.2628351792,127.5320686049,,,62.64,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 가남읍 화평리 10,37.2527202430,127.5664551346,,,64.8,380,60,,,,여주시,,2022-12-01
,경기도 여주시 대신면 후포1길 114-144,경기도 여주시 대신면 하림리 572-1,37.3605202474,127.6284975436,,,65.78,380,60,,,,여주시,,2022-12-01
,경기도 여주시 강천면 강천로 33,경기도 여주시 강천면 간매리 502-41,37.2619047172,127.7169955823,,,74.4,380,60,,,,여주시,,2022-12-01
,경기도 여주시 흥천면 능북로 214,경기도 여주시 흥천면 율극리 266-6,37.3418048686,127.5657061579,,,75.6,380,60,,,,여주시,,2022-12-01
,경기도 여주시 점동면 건장이길 82,경기도 여주시 점동면 장안리 534-1,37.2140004200,127.7140406561,,,76.32,380,60,,,,여주시,,2022-12-01
,경기도 여주시 가남읍 대신리길 99-105,경기도 여주시 가남읍 은봉리 691,37.1849442017,127.5429359856,,,99,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 강천면 강천리 53-12,37.2460575911,127.7263797369,,,99,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 강천면 강천리 53-19,37.2467500219,127.7266004979,,,99,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 강천면 강천리 53-24,37.2464764955,127.7271275988,,,99,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 강천면 강천리 53-27,37.2471150050,127.7273253105,,,99,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 하림리 304-53,37.3673440348,127.6431374716,,,99,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 하림리 304-59,37.3678999387,127.6436389005,,,99,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 하림리 304-63,37.3673476633,127.6441309057,,,99,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 장풍리 185-1,37.3889851823,127.6195519545,,,99,380,60,,,,여주시,,2022-12-01
,경기도 여주시 여양로 571-53,경기도 여주시 오금동 334-2,37.3276643686,127.6443232080,,,91.2,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 대신면 초현리 361,37.3683744659,127.5968095568,,,92.8,380,60,,,,여주시,,2022-12-01
,경기도 여주시 북내면 여강로 142,경기도 여주시 북내면 지내리 416-1,37.3123837287,127.6846840799,,,95,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 강천면 강천리 53-45,37.2463366839,127.7249397752,,,99,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 강천면 걸은리 321-1,37.3041052725,127.7031251304,,,99,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 강천면 걸은리 321-1,37.3041052725,127.7031251304,,,99,380,60,,,,여주시,,2022-12-01
,경기도 여주시 산북면 금품2로 101-37,경기도 여주시 산북면 상품리 402-3,37.3943524618,127.4456473287,,,83.85,380,60,,,,여주시,,2022-12-01
,경기도 여주시 흥천면 능북로 214-5,경기도 여주시 흥천면 율극리 266-14,37.3420484503,127.5653338084,,,88.2,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 강천면 걸은리 321-1,37.3041052725,127.7031251304,,,99,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 강천면 걸은리 321-1,37.3041052725,127.7031251304,,,99,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 강천면 걸은리 321-1,37.3041052725,127.7031251304,,,99,380,60,,,,여주시,,2022-12-01
,경기도 여주시 강천면 말개미길 59-2,경기도 여주시 강천면 걸은리 480-1,37.2951299977,127.7171473954,,,30.24,380,60,,,,여주시,,2022-12-01
,경기도 여주시 가남읍 양화로 277,경기도 여주시 가남읍 화평리 218-3,37.2476837428,127.5603698923,,,33.18,380,60,,,,여주시,,2022-12-01
,경기도 여주시 흥천면 흥천로 395,경기도 여주시 흥천면 효지리 198,37.3278244306,127.5463582892,,,38.7,380,60,,,,여주시,,2022-12-01
,경기도 여주시 강변유원지길 78-37,경기도 여주시 연양동 279-9,37.2897670074,127.6669500182,,,39.98,380,60,,,,여주시,,2022-12-01
,경기도 여주시 산북면 상품1길 28-17,경기도 여주시 산북면 상품리 129,37.4029409954,127.4421949682,,,42,380,60,,,,여주시,,2022-12-01
,경기도 여주시 장여로 1540-17,경기도 여주시 삼교동 228-4,37.2356046063,127.6583187537,,,44,380,60,,,,여주시,,2022-12-01
,경기도 여주시 흥천면 이여로 934-10,경기도 여주시 흥천면 문장리 287-1,37.3639418176,127.5181140487,,,45,380,60,,,,여주시,,2022-12-01
,경기도 여주시 흥천면 아래청당길 17,경기도 여주시 흥천면 대당리 325-2,37.3236075899,127.5418521900,,,49.92,380,60,,,,여주시,,2022-12-01
,경기도 여주시 대신면 산정길 83,경기도 여주시 대신면 후포리 624,37.3488720643,127.6031750846,,,49.95,380,60,,,,여주시,,2022-12-01
,,경기도 여주시 북내면 지내리 산 43,37.3117413161,127.6977701115,,,997.9,380,60,,,,여주시,,2022-12-01
,,경기도 연천군 미산면 동이리 604-2,38.0230313651,126.9927117739,,,99.84,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 백학면 장백로683번길 223,경기도 연천군 백학면 전동리 565,38.0152981081,126.8881145220,,,99,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 장남면 장백로330번길 137-55,경기도 연천군 장남면 원당리 324-6,37.9958546227,126.8840963057,,,98,380,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 신서면 대광리 845, 847",38.1940414021,127.1237469087,,,97.2,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 장남면 원당로 32-4,경기도 연천군 장남면 원당리 611-24,37.9770226996,126.8850165871,,,29.57,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 신서면 답곡리 산189,38.1789652780,127.0738360829,,,996.8,,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 왕징면 북삼리 648,38.0801105442,126.9772031941,,,98,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 왕징면 왕산로 218번길 61,경기도 연천군 왕징면 무등리 183-1,38.0731056970,127.0070138012,,,421.92,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 군남면 선곡12길 149-11,경기도 연천군 군남면 선곡리 366-5,38.0959843241,127.0323495463,,,98.28,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 군남면 선곡12길 149-15,경기도 연천군 군남면 선곡리 366-3,38.0962731763,127.0324617526,,,98.28,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 군남면 선곡12길 149-17,경기도 연천군 군남면 선곡리 366-2,38.0964086807,127.0325407224,,,98.28,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 미산면 아미리 산139,38.0267302902,126.9470174733,,,291.87,,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 연천읍 상리 465-2, 465-3",,,,,499.32,,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 미산면 동이리 640,38.0192566697,126.9943407975,,,497.61,,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 연천읍 차탄리 산48-8, 산48-9, 산48-14",,,,,902.88,,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 왕징면 무등리 산75,38.0591942391,126.9983469503,,,997.92,,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 왕징면 노동리 산116,38.0667236361,126.9797946485,,,373.86,,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 연천읍 지혜로91번길 25-41,경기도 연천군 연천읍 차탄리 438,38.0915790390,127.0681747083,,,37,380,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 연천읍 동막리 308-16, 308-17",38.0876650520,127.0927264096,,,416,,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 왕징면 무등리 산62,38.0543113281,126.9985409425,,,255,,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 왕징면 북삼리 233,234,233-4,235-3",,,,,244.44,,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 백학면 백령리 624-1,38.0470557759,126.8962487774,,,99.6,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 백학면 백령리 624-1,38.0470557759,126.8962487774,,,99.6,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 중면 마거리 196,38.1649873035,127.0478060160,,,80.93,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 중면 합수리 778,38.1380180296,127.0376148347,,,99.96,380,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 백학면 통구리 242, 244",38.0240606721,126.9259045452,,,98.4,380,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 연천읍 옥산리 687, 687-1",38.1218331995,127.0838391261,,,27,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 군남면 옥계리 600-4,38.1182695253,127.0403993344,,,99.63,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 군남면 옥계리 600-4,38.1182695253,127.0403993344,,,99.63,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 군남면 옥계리 600-4,38.1182695253,127.0403993344,,,99.63,380,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 미산면 백석리 830, 830-1",38.0475571575,126.9639536961,,,99.6,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 신서면 답곡로 140,"경기도 연천군 신서면 답곡리 930-1, 2동",38.1911123506,127.0725323083,,,99.19,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 군남면 군남로 581,경기도 연천군 군남면 선곡리 513-1,38.0991245688,127.0243231225,,,10,220,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 미산면 동이리 644-2, 644-4",38.0176440511,126.9945687424,,,99.76,380,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 미산면 동이리 644-2, 644-4",38.0176440511,126.9945687424,,,99.76,380,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 연천읍 상리 555-2, 557-4",38.1495456316,127.0678866470,,,99.84,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 군남면 황지로 269,경기도 연천군 군남면 황지리 239-4,38.0501586032,127.0425115119,,,26.18,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 청산면 청신로58번길 22-18,경기도 연천군 청산면 초성리 490-1,37.9801287817,127.0686691830,,,99,380,60,,발전사업용,,연천군,,2022-06-08
,,,,,,,97.92,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 군남면 옥계리 491-2,38.1233657458,127.0510795197,,,19.04,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 백학면 전동리 361-4,38.0124744491,126.8915504861,,,198,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 장남면 술이홀로63번길 14,"경기도 연천군 장남면 원당리 665, 705-3, 705-4",37.9706682523,126.8866635270,,,99.36,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 왕징면 왕산로 46,경기도 연천군 왕징면 무등리 46-8,38.0584085555,127.0119569111,,,17.5,220,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 전곡읍 평화로908번길11,경기도 연천군 전곡읍 은대리 245-14,38.0497430187,127.0684661785,,,18,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 백학면 청정로53번길 21,경기도 연천군 백학면 노곡리 622-6,37.9906617828,126.9192383805,,,30,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 백학면 노곡리 산74,38.0110319906,126.9384323187,,,99.2,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 백학면 노곡리 산74,38.0110319906,126.9384323187,,,99.2,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 미산면 청정로1706번길 88,경기도 연천군 미산면 우정리 332-7,38.0514026295,127.0155823188,,,15,380,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 군남면 선곡리 156, 178",38.0927468200,127.0410588594,,,99.76,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 백학면 백령로86번길 57-3,"경기도 연천군 백학면 백령리 46, 46-1, 48-3",38.0373153970,126.9126937810,,,91.2,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 백학면 백령리 580-2,38.0438646958,126.8942142504,,,298.56,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 연천읍 와초길 10-36,경기도 연천군 연천읍 와초리 72-21,38.1398873332,127.0935546295,,,48,380,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 연천읍 상리 600, 601, 602",,,,,99,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 백학면 장백로631번길 244,경기도 연천군 백학면 전동리 565-1,38.0151089670,126.8881388786,,,247.86,,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 왕징면 왕산로65번길 100-1,경기도 연천군 왕징면 무등리 483-27,38.0597239229,127.0053709419,,,13.87,220,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 백학면 전동리 178,38.0094779692,126.8953809173,,,98.28,380,60,,발전사업용,,연천군,,2022-06-08
