태양광발전시설명,소재지도로명주소,소재지지번주소,정제WGS84위도,정제WGS84경도,설치상세위치구분명,가동상태구분명,설비용량(KW),공급전압(V),주파수(Hz),설치연도,세부용도,허가일자,허가기관,설치면적(㎥),데이터기준일자
,,경기도 연천군 백학면 전동리 178,38.0094779692,126.8953809173,,,98.28,380,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 군남면 옥계리 820-3, 820-4",38.1194410260,127.0393393929,,,99.68,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 왕징면 북삼리 624-11,38.0780573000,126.9812613280,,,95.63,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 연천읍 군자로 299-69,경기도 연천군 연천읍 차탄리 506,38.0824404256,127.0628121204,,,99.96,380,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 중면 합수리 786, 789-1",38.1391622564,127.0373073952,,,982.8,,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 왕징면 북삼리 645,38.0786060720,126.9773746802,,,698.4,,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 군남면 선곡리 8,38.1014992006,127.0527493082,,,97.11,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 군남면 삼거리 234,38.0828913800,127.0396973756,,,99.6,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 중면 합수리 639,38.1394130284,127.0420299162,,,96,380,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 중면 합수리 638, 639",38.1388816104,127.0416988384,,,96,380,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 군남면 선곡리 86, 276-2",,,,,96,380,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 군남면 선곡리 86, 276-2",,,,,96,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 백학면 전동리 207-1,38.0086755194,126.8946875138,,,99.6,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 연천읍 상리로86번길 94-189,"경기도 연천군 연천읍 상리 859-2, 859-3, 859-7, 859-8",38.1461600038,127.0731941941,,,99.6,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 군남면 선곡리 230,38.0943868076,127.0399767341,,,96,380,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 군남면 선곡리 230, 231-1, 231-2, 233",,,,,96,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 미산면 광동리 346,38.0406386523,126.9435439124,,,99.76,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 신서면 천덕로 43-147,"경기도 연천군 신서면 답곡리 1612, 1613",38.1928277561,127.0808701268,,,91.79,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 왕징면 동중리 809-28,38.0782766966,126.9600167541,,,99.63,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 신서면 마전리 49,38.2232616525,127.1097145618,,,499,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 왕징면 북삼리 592,38.0796422940,126.9782291312,,,99.63,380,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 왕징면 북삼리 592, 594",38.0796422940,126.9782291312,,,99.63,380,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 왕징면 북삼리 592, 594",38.0796422940,126.9782291312,,,99.63,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 왕징면 유노로 338-205,"경기도 연천군 왕징면 무등리 379, 475, 378-2",38.0614058038,126.9981666772,,,99.6,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 백학면 전동리,,,,,199.68,22900,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 백학면 전동리,,,,,199.68,22900,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 신서면 답곡리 1158-2,38.1759878987,127.0658330559,,,99.54,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 군남면 황지리 산147-2,38.0507553691,127.0418687355,,,498.96,380,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 신서면 대광리 819, 820",38.1944613757,127.1270466378,,,419.58,380,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 군남면 선곡리 235-8, 237-9, 237-10",38.0951615576,127.0400569248,,,98.28,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 중면 합수리 48,38.1509650734,127.0580309029,,,648,22900,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 왕징면 노동리 428,38.0664709052,126.9774814541,,,446.04,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 전곡읍 선사로 14-72,경기도 연천군 전곡읍 전곡리 689-4,38.0147421135,127.0576211668,,,29.76,380,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 군남면 왕림리 90-1, 90-2, 90-5, 94, 95, 95-1",,,,,999.38,22900,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 군남면 선곡리 27, 28",38.0993108648,127.0558002047,,,99.9,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 군남면 옥계13길 156,경기도 연천군 군남면 옥계리 169,38.1327491464,127.0537719516,,,50.4,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 전곡읍 양연로 651,"경기도 연천군 전곡읍 늘목리 19-2, 19-13",37.9637327308,127.0063570753,,,19.57,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 백학면 백령리 23-2,38.0520043899,126.9099590000,,,99,380,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 신서면 마전리 249, 250",38.2143429734,127.0992422204,,,99,380,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 미산면 백석리 산13-1, 산13-2, 산14-2",,,,,997.92,,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 미산면 백석리 500,38.0527580435,126.9644536738,,,495.36,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 군남면 삼왕로43번길 61,경기도 연천군 군남면 삼거리 384,38.0861328619,127.0254564026,,,18.7,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 미산면 백석리 321,38.0433353379,126.9763160900,,,99,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 미산면 백석리 321,38.0433353379,126.9763160900,,,99,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 미산면 백석리 321,38.0433353379,126.9763160900,,,99,380,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 군남면 왕림리 91-3, 91-5",38.0696387599,127.0624484030,,,99.84,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 미산면 청정로1003번길 213,경기도 연천군 미산면 백석리 714-4,38.0470457804,126.9609052245,,,97.01,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 미산면 마유로143번길 179-79,"경기도 연천군 미산면 백석리 293-1, 294-4",38.0450885418,126.9684984012,,,99.9,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 군남면 황지리 산144-2,38.0508353008,127.0451955376,,,60,380,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 군남면 남계리 817, 818",38.0217270003,127.0252568348,,,99.9,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 연천읍 현문로 515,"경기도 연천군 연천읍 고문리 243-14, 243-15",38.0651161057,127.1199033825,,,30,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 백학면 장백로683번길 256,"경기도 연천군 백학면 전동리 389, 390-1",38.0168534173,126.8908357473,,,99.51,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 백학면 장백로683번길 256,경기도 연천군 백학면 전동리 389,38.0168534173,126.8908357473,,,95.77,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 백학면 장백로683번길 256,"경기도 연천군 백학면 전동리 389, 390-1",38.0168534173,126.8908357473,,,85.07,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 군남면 삼거리 산139,38.0816958080,127.0300314423,,,896.4,,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 미산면 백석리 산29-1,38.0601953317,126.9594917655,,,948.6,,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 연천읍 고문리 507,38.0713687247,127.1002159425,,,294.84,380,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 신서면 마전리 120, 55",,,,,99.76,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 백학면 장백로683번길 256,"경기도 연천군 백학면 전동리 389, 390-1",38.0168534173,126.8908357473,,,99.51,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 군남면 오리골길 212,경기도 연천군 군남면 황지리 285-3,38.0401155597,127.0371836981,,,28.9,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 백학면 노곡로286번길 180,경기도 연천군 백학면 노곡리 14-3,38.0116463433,126.9459682655,,,65.45,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 미산면 백석리 산14-1,38.0600278107,126.9708749079,,,997.92,,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 미산면 백석리 822, 822-2",38.0523486500,126.9695742939,,,99.96,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 군남면 진상리 296-3,38.0739140136,127.0190878380,,,99,380,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 청산면 백의리 216-2, 217-1",38.0270635070,127.1288364812,,,497.28,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 장남면 장백로 502-100,경기도 연천군 장남면 원당리 270,38.0011530570,126.8821726604,,,98.42,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 연천읍 연신로257번길 83,경기도 연천군 연천읍 현가리 250-6,38.1142560561,127.0709387245,,,19.5,380,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 군남면 선곡리 61-1, 61-2",38.1014101893,127.0501384506,,,97.58,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 군남면 선곡리 61-1,38.1014101893,127.0501384506,,,99.2,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 미산면 우정리 산44,38.0432302281,127.0019249731,,,476.69,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 왕징면 왕산로 193-130,"경기도 연천군 왕징면 무등리 438, 434-1",38.0693019294,126.9983977504,,,99.2,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 백학면 장백로683번길 190-48,경기도 연천군 백학면 전동리 362-3,38.0143703683,126.8916993022,,,141.45,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 신서면 답곡리 880,38.1819563626,127.0736107152,,,202.5,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 신서면 평화로 3232-10,"경기도 연천군 신서면 대광리 1334-3, 1334-7",38.2294364114,127.1525721965,,,98,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 군남면 왕림리 98,38.0698648061,127.0608075676,,,98.8,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 군남면 진은로 213,경기도 연천군 군남면 진상리 44-1,38.0740209036,127.0416332320,,,497.25,380,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 군남면 삼거리 245-4, 245-5, 245-7, 245-8",38.0849195329,127.0359255550,,,997.92,,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 군남면 선곡리,,,,,99.28,380,60,,발전사업용,,연천군,,2022-06-08
,경기도 연천군 장남면 술이홀로63번길 14,"경기도 연천군 장남면 원당리 665, 705-3, 705-4",37.9706682523,126.8866635270,,,99.36,380,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 신서면 답곡리 1279, 1280",38.1778197495,127.0598657609,,,99.76,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 왕징면 무등리 422-2,38.0676087489,126.9996797169,,,98.56,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 군남면 선곡리 225-1,38.0939725679,127.0394179392,,,74.7,380,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 중면 합수리 661, 662, 663",,,,,495,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 군남면 선곡리 359,38.0970823317,127.0336395913,,,99.45,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 군남면 선곡리 359,38.0970823317,127.0336395913,,,99.45,380,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 중면 마거리 261, 262, 264",,,,,96.6,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 군남면 선곡리 1,38.1018584595,127.0552805588,,,99.65,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 청산면 백의리 204,38.0258665716,127.1276385727,,,64.35,380,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 신서면 답곡리 1251, 1252, 1252-1",,,,,99,380,60,,발전사업용,,연천군,,2022-06-08
,,,,,,,198.56,380,60,,발전사업용,,연천군,,2022-06-08
,,,,,,,198.56,380,60,,발전사업용,,연천군,,2022-06-08
,,,,,,,99.84,380,60,,발전사업용,,연천군,,2022-06-08
,,,,,,,99.84,380,60,,발전사업용,,연천군,,2022-06-08
,,,,,,,99.84,380,60,,발전사업용,,연천군,,2022-06-08
,,,,,,,99.84,380,60,,발전사업용,,연천군,,2022-06-08
,,,,,,,99.84,380,60,,발전사업용,,연천군,,2022-06-08
,,,,,,,99.84,380,60,,발전사업용,,연천군,,2022-06-08
,,,,,,,99.84,380,60,,발전사업용,,연천군,,2022-06-08
,,,,,,,99.84,380,60,,발전사업용,,연천군,,2022-06-08
,,,,,,,99.84,380,60,,발전사업용,,연천군,,2022-06-08
,,,,,,,40.32,380,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 군남면 옥계리 220, 220-3",38.1238889564,127.0559479612,,,37.8,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 장남면 원당리,,,,,99.45,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 왕징면 노동리,,,,,99.36,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 미산면 백석리,,,,,99.16,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 연천읍 옥산리,,,,,97.92,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 백학면 노곡리,,,,,82.08,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 백학면 전동리,,,,,199.68,22900,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 백학면 전동리,,,,,199.68,22900,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 백학면 전동리,,,,,199.68,22900,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 백학면 전동리,,,,,199.68,22900,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 백학면 전동리,,,,,199.68,22900,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 백학면 전동리,,,,,199.68,22900,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 백학면 전동리,,,,,199.68,22900,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 백학면 전동리,,,,,199.68,22900,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 미산면,,,,,91.8,380,60,,발전사업용,,연천군,,2022-06-08
,,,,,,,19.04,380,60,,발전사업용,,연천군,,2022-06-08
,,,,,,,199.68,22900,60,,발전사업용,,연천군,,2022-06-08
,,,,,,,199.68,22900,60,,발전사업용,,연천군,,2022-06-08
,,,,,,,199.68,22900,60,,발전사업용,,연천군,,2022-06-08
,,,,,,,199.68,22900,60,,발전사업용,,연천군,,2022-06-08
,,,,,,,199.68,22900,60,,발전사업용,,연천군,,2022-06-08
,,,,,,,199.68,22900,60,,발전사업용,,연천군,,2022-06-08
,,,,,,,199.68,22900,60,,발전사업용,,연천군,,2022-06-08
,,,,,,,199.68,22.9,60,,발전사업용,,연천군,,2022-06-08
,,,,,,,199.68,22900,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 연천읍 상리 553, 556",38.1486000149,127.0673039898,,,751.14,,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 중면 합수리 47, 219",,,,,828.36,,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 중면 마거리 143, 149",38.1747349735,127.0476978752,,,998.46,,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 연천읍 상리 719-1, 641",38.1363527288,127.0577005304,,,720,,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 미산면 유촌리 774,38.0615608013,126.9767311034,,,560.88,,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 왕징면 동중리 224,38.0804963708,126.9708431908,,,993.6,,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 백학면 통구리 242, 244",38.0240606721,126.9259045452,,,996.3,,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 연천읍 와초리 596,598,599",,,,,998.4,,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 미산면 유촌리 496, 499, 500, 914-1",,,,,999.32,,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 신서면 답곡리 1323, 1324, 1326, 1326-1, 1327",,,,,999.38,,60,,발전사업용,,연천군,,2022-06-08
,,"경기도 연천군 신서면 답곡리 1311, 1313, 1314, 1317",,,,,999.38,,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 왕징면 북삼리 642,38.0788309696,126.9759043432,,,999.12,,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 미산면 백석리 717-9,38.0470589811,126.9565716669,,,98.4,380,60,,발전사업용,,연천군,,2022-06-08
,,경기도 연천군 미산면 백석리 717-4,38.0460320302,126.9567887670,,,298.08,380,60,,발전사업용,,연천군,,2022-06-08
